ncomp label gene_loading_ranked gene_name age_effect p_for_age sex_effect p_for_sex race_effect p_for_race
1 pos_end 0.015546712906517 FLNA -0.0987164160267563 5.14545146396561e-05 -0.021652668264603 0.370422890025349 -0.108293041575568 9.50568354289425e-06
1 pos_end 0.0150065449008599 ACTB -0.126126410009353 2.56663708870022e-10 -0.0592671986958553 0.00249033695610887 -0.0475441772798002 0.0150807487779024
1 pos_end 0.0148915290825947 FN1 0.259333457982797 1.98257301141091e-13 -0.278503720842824 4.1736332811808e-15 -0.102349746101037 0.00290019407019027
1 pos_end 0.0148880881661981 MYH11 -0.183140594596676 3.68417893074455e-09 -0.0205329330221294 0.49999534044332 -0.0797086598505508 0.00911224725142331
1 pos_end 0.0147758802578657 MT-ND4 0.0338525189110721 0.256988194808818 0.105196444242448 0.000471846657204435 -0.162892656076769 8.37769032984078e-08
1 pos_end 0.014657193640329 MT-CO3 0.0966303365248082 3.5027200893607e-05 0.0497313843331116 0.0320400980611998 -0.0533299579735684 0.0215867063192716
1 pos_end 0.0145771517857703 TAGLN -0.0660709744964108 0.00456148882536922 -0.0583509433349361 0.0122281795829361 -0.0820967168260262 0.000445682470926486
1 pos_end 0.0144482926724646 MT-CO1 0.0404302032095874 0.199987247831331 0.0803388576402325 0.0111786562865678 -0.152715080444917 1.80446699835176e-06
1 pos_end 0.0144304363787701 ACTA2 -0.131338893152922 3.4373407026275e-06 -0.0370009953148944 0.185997165985641 -0.0263229914585652 0.346642905328085
1 pos_end 0.0144064911923804 MT-CYB 0.0350075443116454 0.139205948504673 0.106870259319041 8.10573696555709e-06 -0.201485696208256 2.99145762495386e-16
1 pos_end 0.0143779936179243 BGN 0.119072986495638 6.87009491167912e-07 -0.155948583761294 1.26624702170651e-10 0.0111069305103724 0.638730353141249
1 pos_end 0.0143346025187725 MT-RNR2 0.0190809266824171 0.383338780133953 0.126055136125177 1.63395779480976e-08 -0.0639384185789009 0.0036786145656854
1 pos_end 0.0143293679902587 VIM -0.00607890800172122 0.747682152886131 -0.0420668139417845 0.0265693610082757 0.0848497342755 9.30488274346033e-06
1 pos_end 0.0142291223163094 TPM2 0.00938768909295514 0.718791571906233 -0.0641517340969343 0.0142949486165943 -0.0996601784377813 0.000153224367033392
1 pos_end 0.0142206489693535 MT-ND2 0.00812737861666001 0.748462555708306 0.0805847560027932 0.00158925699466856 -0.140453091936315 5.39430025284386e-08
1 pos_end 0.0142071950896217 MT-ATP6 0.0245343542424546 0.35888933900382 0.0817780619819479 0.00236534573909516 -0.288306486115344 4.51193819156254e-24
1 pos_end 0.0140726523152406 MYH9 0.0274848289143008 0.101205107314324 -0.0663542217918303 8.73292807905674e-05 -0.0301337236585863 0.0727468967476404
1 pos_end 0.0140299744695512 MT-CO2 0.0418642423425609 0.0812991389060223 0.0543502966353118 0.0239268514768132 -0.0900595986990748 0.000198034337927847
1 pos_end 0.0140184068192282 UBC 0.0599009579172899 0.0046213571357854 -0.081263667173025 0.000131435047708455 0.0448130841306056 0.033920057606831
1 pos_end 0.0140009408242846 AEBP1 0.145980044403055 2.44368098987672e-09 -0.23191838720497 3.98388787507952e-20 0.0228294352633115 0.34131359019517
1 pos_end 0.0139996621979453 MGP 0.277128493648685 2.0378883226742e-19 -0.0807450523661542 0.0060706788512331 0.153507715745017 2.52684280816208e-07
