ncomp label gene_loading_ranked gene_name age_effect p_for_age sex_effect p_for_sex race_effect p_for_race
1 pos_end 0.0158048303352395 MT-ND4 -0.0820912219673589 0.00510167489787598 -0.108685211884209 0.000216973666539127 -0.175930093820345 3.3883781839418e-09
1 pos_end 0.015461967259601 MT-CO3 -0.0436871466830815 0.13635380602367 -0.0740405434200293 0.0117222491491092 -0.0986043004640729 0.000822316956303907
1 pos_end 0.0154335105324825 MT-ND2 -0.0891259559913714 0.00280356108075013 -0.129231450598655 1.61034150462113e-05 -0.151273755352881 4.99926236574326e-07
1 pos_end 0.0153205617326532 MT-CYB -0.0909050498553952 0.0011473302677888 -0.134911872089408 1.62014165458358e-06 -0.188148122583139 3.93618158223117e-11
1 pos_end 0.0151014100594392 MT-ATP6 -0.0968877843217067 0.00157809619457259 -0.0977411672764622 0.00142428429752411 -0.296571022313753 1.91907488385761e-20
1 pos_end 0.0150910598051993 MT-ND1 -0.0587847997970418 0.0575172475302802 -0.153545375191263 9.18966222567107e-07 -0.196084036154239 5.20472346397296e-10
1 pos_end 0.015018529307097 MT-CO1 -0.0604730257831196 0.0918191006114817 -0.141884742681049 8.47296515735419e-05 -0.169872901988 2.79172776992342e-06
1 pos_end 0.0149237683574764 MT-CO2 -0.0680521110899428 0.0207449968987518 -0.0865528648228465 0.00330321932063317 -0.220058603862487 3.31492780728536e-13
1 pos_end 0.0147351781453345 MT-RNR2 -0.0759109921892773 0.00548933546325972 -0.103439312935188 0.000161453798431997 -0.140077733062425 3.92104158336611e-07
1 pos_end 0.014043480552954 ACTB -0.031825340066583 0.0573309988486679 0.00737816285844898 0.658624200044649 -0.0337720018950102 0.0437436537508427
1 pos_end 0.0138441198580789 EEF1A1 -0.0285747987973059 0.00705005080756767 -0.0327483487497609 0.00202654018290846 0.0177464770284541 0.0934342300042622
1 pos_end 0.0137417999446794 NEAT1 -0.0108687051351887 0.632682525702335 -0.00630945223274188 0.781257812973105 0.0324084873139034 0.154517922686468
1 pos_end 0.0137148024338304 MT-ND3 -0.10359881341415 0.000314276825270496 -0.173913855898703 2.27873020873637e-09 -0.242595912322108 2.72428915194792e-16
1 pos_end 0.01365046704621 B2M 0.0360881050039596 0.0234703429698213 -0.0569176109031407 0.000369506259053353 0.0648691691020002 5.18336964644156e-05
1 pos_end 0.0136129803884896 AHNAK 0.0201996089167001 0.245315510760415 -0.0865795960476568 8.64738340638743e-07 0.0239030410123708 0.169317303962082
1 pos_end 0.0135808335700997 FTL 0.0841385584107354 0.000884547652094878 -0.188949384531369 2.94132128946306e-13 -0.0786052874648523 0.00187949588042877
1 pos_end 0.0135671002252171 TXNIP 0.0751868306492662 0.00823207245648428 -0.113096666966714 7.54730956829271e-05 -0.039886857813677 0.159810322570692
1 pos_end 0.0135559677294917 MT-ND5 -0.0400911585438975 0.156220047380021 -0.14529509095854 3.88218620617101e-07 -0.0711579851806562 0.0120510944503981
1 pos_end 0.0135068941343898 GSN 0.0660784813098577 0.0194517365473566 -0.250523714230792 1.39391335440421e-17 -0.0201236230966739 0.475474330194312
1 pos_end 0.0134962841907374 UBC 0.0874457739002706 0.000489395723931521 0.00171734507341646 0.945002118123171 -0.00398739717517949 0.872837586534953
1 pos_end 0.0134723545148345 ACTG1 -0.0550535653099799 0.000255673236405632 -0.00870064815853901 0.560236415287614 -0.000523264366128956 0.97206917461421
1 pos_end 0.0134416020825352 DCN 0.151958041847437 2.14281965190991e-06 -0.0526999219963001 0.09631253017598 0.115517233303719 0.000292603126701447
1 pos_end 0.0134311526380592 VIM -0.0430050245703416 0.0123117373606173 -0.226037488716114 6.01337047039524e-34 0.00869073255584841 0.611782598395102
1 pos_end 0.0133446448289565 FABP4 0.0541970860692717 0.340431045311079 -0.286290421098048 6.59662657393481e-07 -0.241684870696638 2.53632521176493e-05
1 pos_end 0.013336712898495 TPT1 0.0132195668059255 0.325971826291154 -0.059705074906831 1.11121309006939e-05 -0.00128860355341855 0.923680462573675
1 pos_end 0.0132784637909653 MYH9 0.00464943046392357 0.777912878916793 0.010672874618782 0.517136080555266 -0.00669616853996984 0.684611149697298
1 pos_end 0.0132680631385798 EEF2 -0.0307856916694746 0.0276092525283429 -0.00225281005308643 0.871509377348431 -0.000582370938998179 0.966672020227773
