ncomp label gene_loading_ranked gene_name age_effect p_for_age sex_effect p_for_sex race_effect p_for_race
1 pos_end 0.0163683608888564 MT-ND4 0.315967902481071 4.61467301678095e-19 -0.184175102148098 9.86469430494444e-08 -0.298607147523309 2.62857925907869e-17
1 pos_end 0.0160065465902441 MT-RNR2 0.294349787319652 8.92873387692214e-14 0.0767147330097725 0.0464274274179939 -0.175306367573438 6.3649176944191e-06
1 pos_end 0.0159789792292272 MT-CO1 0.413973982464436 2.58639506163029e-18 -0.253533174715836 4.61222909276357e-08 -0.419256524955338 1.03686913985442e-18
1 pos_end 0.0158757106589688 MT-CO3 0.26611165406243 3.4947796119507e-13 -0.274064333436761 7.24162528419415e-14 -0.216864621703579 2.29908368266645e-09
1 pos_end 0.01566542834107 MT-CO2 0.276615643969637 1.51815932963527e-12 -0.324636324642661 1.79921707658919e-16 -0.295156589967452 5.36401501292987e-14
1 pos_end 0.015649887960632 MT-ND2 0.228840289092837 5.11954696314236e-10 -0.246714874034414 2.31452141627507e-11 -0.465237314341294 2.99622888795176e-33
1 pos_end 0.0156410114595897 MT-CYB 0.262623887747863 1.05059905402408e-14 -0.180296218339151 7.11055161299494e-08 -0.47817638313844 2.09956897781285e-40
1 pos_end 0.0155787841926858 MT-ATP6 0.260194587280378 6.66808289296164e-10 -0.29856504664922 1.8050594754415e-12 -0.860064554600774 6.44543103606897e-71
1 pos_end 0.0152778392053027 MT-ND1 0.315880784742302 1.33638528020508e-15 -0.189265607255274 1.05561514435384e-06 -0.567848729985102 7.06267555623183e-42
1 pos_end 0.0144162407675212 MT-ND5 0.365315250569421 2.83558868173952e-17 -0.0257666117479834 0.537455229674822 -0.132748292635373 0.0015711661189578
1 pos_end 0.0138406542942231 MT-RNR1 0.372838963515496 2.43985363937834e-22 -0.121814686631018 0.000949310119707372 -0.219545688674126 3.90772867157027e-09
1 pos_end 0.0138352821805001 MT-ND3 0.290830361452335 1.41944966652425e-14 -0.258700130171892 5.75746883975768e-12 -0.645387462503319 6.04371943924396e-55
1 pos_end 0.0138145586966127 ACTB -0.010307885791879 0.591765725373073 -0.0194507527435624 0.311526137065466 -0.0253160438459517 0.188152496447287
1 pos_end 0.0134576301445765 EEF1A1 0.040537836930224 0.0152351696426265 0.0971881393445949 9.0682658756261e-09 -0.0553862744762565 0.00094140691099255
1 pos_end 0.0134249871146947 MT-ND4L 0.272915456448548 3.9066036982489e-15 -0.122502078722453 0.000306088941837467 -0.386850813462497 2.11157512777495e-27
1 pos_end 0.0133498031352253 EEF2 -0.034400023196334 0.0163613306628872 -0.0319340276015245 0.0257206592998009 0.086251012377135 2.91069770505187e-09
1 pos_end 0.0132583702390097 MT-ATP8 0.243920369274848 8.03106699714564e-11 -0.234049565536961 4.13176234687264e-10 -0.450550323550826 1.29578097307117e-30
1 pos_end 0.0132418928517811 MTATP6P1 0.386588436004945 2.04329401689212e-15 -0.222791247212565 3.06424647219628e-06 0.479191413498829 3.14788332503098e-22
1 pos_end 0.0131926757127111 ACTG1 -0.127502247183849 1.24425346810824e-11 -0.00316586956291297 0.863489870120685 -0.0143360870560124 0.436599203356221
1 pos_end 0.0131858574885101 FTL 0.306001440982088 8.53314967989347e-26 -0.1385820194539 7.2470797753261e-07 -0.00800069663186403 0.772457082716669
1 pos_end 0.0131564146577148 UBC 0.162636535885767 4.79315521368356e-10 -0.0298666554069836 0.244466552048844 -0.0027579832398277 0.914402216730363
1 pos_end 0.0130601392187464 NEAT1 0.285774890085926 8.02869109126335e-11 -0.0762761831144707 0.0771221839827844 0.652221942358372 2.13799815522535e-43
1 pos_end 0.0130136134035284 TPT1 0.1393840426073 7.55401342507143e-13 0.0666390836029425 0.000478730566431596 0.000873356425068743 0.963305698754047
1 pos_end 0.0129942255036238 RPL3 0.0944760783127342 1.08648106640796e-09 0.0464973716728542 0.00235872816301961 0.0279625465576427 0.0668378004905963
1 pos_end 0.0129240152343565 RPL4 0.0656757537061953 2.13061897347748e-05 0.0606148823461822 8.5074828294689e-05 -0.00761379680482894 0.619308687100233
1 pos_end 0.0128656885381532 MT-ND6 0.54353633560334 1.53392041486783e-21 -0.0828780821528028 0.129533785849417 -0.0200017604654964 0.714343164488477
1 pos_end 0.0128529876734564 B2M 0.226655420109068 1.65816976958525e-19 0.0454283190028042 0.060242643033138 0.170684731943311 4.78394271012541e-12
1 pos_end 0.0128347167288493 GNAS 0.00924752429599007 0.446145067358916 -0.0908831844512987 2.71247380913852e-13 0.185968294705778 2.65520545032037e-44
1 pos_end 0.0127837554801475 RPS6 0.140052771270453 2.04123950396704e-13 0.119060242220668 3.17448710995544e-10 -0.0230489311272346 0.21541562587929
1 pos_end 0.012736339686105 MALAT1 0.215838032180969 1.58953011836965e-11 -0.00315185934245683 0.919895459854376 0.142718403169206 6.52946006975691e-06
1 pos_end 0.012735676750541 GAPDH 0.0199827400647882 0.358050680109501 -0.0845366497437015 0.000111346628049579 -0.102215012293226 3.23287274469167e-06
1 pos_end 0.0127199977765083 RPL13 0.152455254530839 4.57779291884815e-13 0.00967578144645427 0.637749287724357 0.0608008743939007 0.00322356584960058
1 pos_end 0.0126975281625819 PSAP 0.0104666924277961 0.40288883390096 -0.0629276769609182 6.51931452356355e-07 0.092178355679899 6.36845020518674e-13
1 pos_end 0.0126887201796668 TMSB4X 0.0956195010358572 2.32835455715642e-08 -0.0748582340825671 1.0876622702973e-05 0.0907412350797004 1.11084678788613e-07
1 pos_end 0.0126410591226785 SRRM2 0.0385049955937003 0.0314271720424605 -0.0756658202941211 2.61864565040879e-05 0.0902224282910293 5.92790874655096e-07
1 pos_end 0.0126395553574653 HSP90AB1 -0.094522293324277 0.00132026411547741 0.0886009486218865 0.00258389808677098 -0.0925487867677855 0.00166229246364858
1 pos_end 0.0126173853192094 EEF1A1P5 -0.015197598502723 0.40621227796226 0.095972686308206 2.17466642233197e-07 -0.110777820170265 2.58152544519877e-09
1 pos_end 0.0125834472212252 ALDOA -0.0109230502370916 0.582905296562173 -0.093967526740772 2.88411561724612e-06 -0.0786444723781816 8.64842089466988e-05
1 pos_end 0.012580089758994 AHNAK 0.211314108906965 2.99062354257981e-18 0.0205962753616666 0.378900712668415 -0.109810758400851 3.4208094211703e-06
1 pos_end 0.0125599836913117 RPS4X 0.0804583859064713 2.97244046199007e-08 0.325672340098289 5.27295833684881e-81 0.0979667595761546 2.03226737586406e-11
1 pos_end 0.0125266944129914 HSP90AA1 -0.11246216772902 0.0117140361416044 0.172080116702964 0.000121330324241346 -0.142729748234082 0.00140815742526391
1 pos_end 0.0124998709218546 RPL13A 0.152997014444676 4.56045253920175e-18 0.0288867264830259 0.0904897968567152 0.0886754338231879 2.78809168255178e-07
1 pos_end 0.0124893576802233 DDX17 0.0113740557976979 0.467808628408667 0.0418647739983043 0.00769053632419295 0.0295340120495222 0.0597789943364559
